idcre,system_name,cre,crd,time,result,instance_type
15224,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getCircleCuts<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",43,0,<InstanceType-Method8}>
15235,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage3}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method8}>
15241,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",26,0,<InstanceType-Method8}>
15250,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method8}>
15253,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",63,0,<InstanceType-Method8}>
16008,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#byte<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class3}>
16012,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#boolean1}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class3}>
16016,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#float<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
16026,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",5,0,<InstanceType-Class3}>
16030,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",16,0,<InstanceType-Class3}>
16034,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#void4}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",11,0,<InstanceType-Class3}>
16035,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#char<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",8,0,<InstanceType-Class3}>
16038,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#double<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",7,0,<InstanceType-Class3}>
16040,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#long8}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",9,0,<InstanceType-Class3}>
16043,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNotSoSimpleLevelGeneration<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",140,0,<InstanceType-Class3}>
16054,ApoNotSoSimple,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-primitive#int2}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods->exists(m | not m.name.contains('get') and not m.name.contains('set')),contextType=<InstanceType-Class3}>]]","CR6 (Data Class) - A class contains only crude methods",6,0,<InstanceType-Class3}>
16114,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatConstants<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]","CR1 (Large Class) - A class has many fields",1691,0,<InstanceType-Class3}>
16157,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.fields.size() <= 20,contextType=<InstanceType-Class3}>]]","CR1 (Large Class) - A class has many fields",9,0,<InstanceType-Class3}>
16160,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatPanel<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",41,0,<InstanceType-Class3}>
16165,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoHelp<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",10,0,<InstanceType-Class3}>
16175,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatComponent<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",28,0,<InstanceType-Class3}>
16202,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNewTextfield<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",4,0,<InstanceType-Class3}>
16211,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoScreen8}<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",4,0,<InstanceType-Class3}>
16212,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",8,0,<InstanceType-Class3}>
16249,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",38,0,<InstanceType-Class3}>
16252,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-DataContainer<InstanceType-Class3}>,type=ConsistencyRuleType{WS2}[rule=self.methods.size() <= 20,contextType=<InstanceType-Class3}>]]","CR2 (Large Class) - A class has many methods",32,0,<InstanceType-Class3}>
16287,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoSplashScreen<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",7,0,<InstanceType-Method8}>
16292,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-process<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",6,0,<InstanceType-Method8}>
16475,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-createLeiseRieseltDerSchnee<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",396,0,<InstanceType-Method8}>
16563,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderStats<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",8,0,<InstanceType-Method8}>
16641,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-createOhDuFroehliche<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",6,0,<InstanceType-Method8}>
16758,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-createJingleBells<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.statements.size() <= 20,contextType=<InstanceType-Method8}>]]","CR3 (Long Methods) - A method contains too many lines of code.",7,0,<InstanceType-Method8}>
16993,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBall<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method8}>
17001,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",56,0,<InstanceType-Method8}>
17013,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getCircleCuts<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
17029,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoEntity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",42,0,<InstanceType-Method8}>
17042,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage5}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",45,0,<InstanceType-Method8}>
17067,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-save<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",35,0,<InstanceType-Method8}>
17073,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButtonText<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",52,0,<InstanceType-Method8}>
17098,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallRebound<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",39,0,<InstanceType-Method8}>
17109,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoAnimation<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",56,0,<InstanceType-Method8}>
17150,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawString<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",31,0,<InstanceType-Method8}>
17159,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-drawSpeech<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",32,0,<InstanceType-Method8}>
17173,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallGravity<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",54,0,<InstanceType-Method8}>
17193,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonWithImage7}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",41,0,<InstanceType-Method8}>
17199,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage4}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",64,0,<InstanceType-Method8}>
17254,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoPongBeatBallRebound<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",37,0,<InstanceType-Method8}>
17262,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-renderBorder<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",57,0,<InstanceType-Method8}>
17313,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",50,0,<InstanceType-Method8}>
17338,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",73,0,<InstanceType-Method8}>
17390,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoNewTextfield<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",29,0,<InstanceType-Method8}>
17398,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-getButtonImage6}<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",78,0,<InstanceType-Method8}>
17434,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-rectangleContains<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",87,0,<InstanceType-Method8}>
17443,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-makeParticle<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",49,0,<InstanceType-Method8}>
17458,ApoPongBeat,"ConsistencyRule{WS2}[isConsistent=false,context=Instance-ApoButton<InstanceType-Method8}>,type=ConsistencyRuleType{WS2}[rule=self.arguments.size() <= 4,contextType=<InstanceType-Method8}>]]","CR4 (Long Parameter List) - A method contains too many parameters.",67,0,<InstanceType-Method8}>
